מהי ההגדרה של פונקציה רציפה בין מרחבים טופולוגיים $X,Y$?	"פונקציה $f:X\to Y$ רציפה אם לכל קבוצה פתוחה $U\subseteq Y$ מתקיים
$$f^{-1}(U)\subseteq X\text{ is open in }X$$"	
"הראו שהפונקציה $f:X\to Y$ רציפה אם""ם לכל קבוצה סגורה $F\subseteq Y$ מתקיים
$$f^{-1}(F)\subseteq X\text{ is closed in }X$$"	"($\Rightarrow$) נניח $f$ רציפה. אם $F$ סגורה ב-$Y$ אז $Y\setminus F$ פתוחה, ולכן
$$f^{-1}(Y\setminus F)=X\setminus f^{-1}(F)$$
פתוחה, וממילא $f^{-1}(F)$ סגורה.
($\Leftarrow$) נניח שההיפוך של סגורות נשמר. אם $U\subseteq Y$ פתוחה אז $F=Y\setminus U$ סגורה, לכן $f^{-1}(F)$ סגורה, ומכאן
$$X\setminus f^{-1}(F)=f^{-1}(U)$$
פתוחה."	
הוכיחו שהרכבה של שתי פונקציות רציפות היא רציפה. כלומר, אם $f:X\to Y$ ו־$g:Y\to Z$ רציפות, אז $g\circ f:X\to Z$ רציפה.	"יהי $W\subseteq Z$ פתוחה. מאחר ש-$g$ רציפה, $g^{-1}(W)\subseteq Y$ פתוחה. מאחר ש-$f$ רציפה,
$$f^{-1}\bigl(g^{-1}(W)\bigr)=(g\circ f)^{-1}(W)\subseteq X$$
פתוחה. לכן $g\circ f$ רציפה."	
מהו הקריטריון $\varepsilon$–$\delta$ לרציפות של פונקציה $f:(X,d_X)\to(Y,d_Y)$ בין מרחבים מטריים?	"הפונקציה $f$ רציפה ב-$x_0\in X$ אם
$$\forall\varepsilon>0\;\exists\delta>0\;\forall x\in X:\;d_X(x,x_0)<\delta\implies d_Y\bigl(f(x),f(x_0)\bigr)<\varepsilon$$
ובכלל, $f$ רציפה על $X$ אם היא רציפה בכל נקודה."	
מהי טופולוגיית המנה הנגזרת מהעתקה $P:X\to X/R$, וכיצד מראים ש-$P$ רציפה?	"נשים
$$P(x)=[x]\in X/R$$
ונגדיר $U\subseteq X/R$ פתוחה אם ורק אם
$$P^{-1}(U)\subseteq X\text{ is open}$$
אז לפי ההגדרה $P$ רציפה אוטומטית."	
נסחו את התכונה האוניברסלית של המרחב המנה $X/R$ ביחס לפונקציות רציפות $f:X\to Y$ הקבועות על מחלקות השקילות.	"אם $f:X\to Y$ רציפה ו-$f(x)=f(x')$ לכל $x\sim x'$, אז קיימת ומוגדרת היטב $\overline{f}:X/R\to Y$ כך ש-$\overline{f}([x])=f(x)$, והיא רציפה ויחידה בחתונתה עם $P$, כלומר
$$\overline{f}\circ P = f$$"	
מהו הומאומורפיזם בין מרחבים טופולוגיים? תנו דוגמה להומאומורפיזם בין $(0,1)$ ל־$\mathbb{R}$.	"העתקה $f:X\to Y$ היא הומאומורפיזם אם היא חח״ע, על, רציפה, והופכי שלה רציף.
דוגמה:
$$f:(0,1)\to\mathbb{R},\quad f(x)=\ln\!\Bigl(\tfrac{x}{1-x}\Bigr)$$
יש לה הופכי $f^{-1}(y)=\tfrac{e^y}{1+e^y}$ רציף, ולכן זו הומאומורפיזם."	
הראו ש־$\mathbb{R}/\mathbb{Z}$ הומאומורפי ל־$S^1$.	"העתקה $g:\mathbb{R}\to S^1\subset\mathbb{R}^2$ נתונה על ידי
$$g(t)=\bigl(\cos(2\pi t),\;\sin(2\pi t)\bigr)$$
היא רציפה וקבועה על מחלקת $t\sim t+1$, ולכן משרה פונקציה רציפה
$$\overline{g}:\mathbb{R}/\mathbb{Z}\;\to\;S^1$$
שחח״ע ועל ופתוחה, ומכאן הומאומורפיזם."	
"הראו ש־$f:X\to Y$ רציפה אם""ם לכל בסיס $\mathcal B$ של $Y$ מתקיים
$$\forall\,B\in\mathcal B:\;f^{-1}(B)\subseteq X\text{ is open}$$"	"($\Rightarrow$) אם $f$ רציפה אז לכל קבוצה פתוחה ובפרט לכל $B\in\mathcal B$ יש $f^{-1}(B)$ פתוחה.
($\Leftarrow$) כל קבוצה פתוחה $U\subseteq Y$ ניתנת לכתיבה $U=\bigcup_{\alpha}B_\alpha$ עם $B_\alpha\in\mathcal B$. אז
$$f^{-1}(U)=\bigcup_{\alpha}f^{-1}(B_\alpha)$$
איחוד של פתוחות פתוח, ולכן $f$ רציפה."	
"הראו ש־$f:X\to Y$ רציפה אם""ם לכל $x\in X$ ולכל סביבה פתוחה $W\ni f(x)$ מתקיים ש־$f^{-1}(W)$ היא סביבה פתוחה של $x$."	"($\Rightarrow$) אם $f$ רציפה, עבור $W\ni f(x)$ פתוחה ב־$Y$ יש $f^{-1}(W)$ פתוחה ב־$X$ ו-$x\in f^{-1}(W)$.
($\Leftarrow$) תהי $U\subseteq Y$ פתוחה. לכל $x\in f^{-1}(U)$ יש $f(x)\in U$ ולכן $f^{-1}(U)$ סביבה של $x$, כלומר קיימת פתוחה $V_x$ עם
$$x\in V_x\subseteq f^{-1}(U)$$
ולכן:
$$f^{-1}(U)=\bigcup_{x\in f^{-1}(U)}V_x$$
פתוחה."	
"הראו ש־$f:X\to Y$ רציפה אם""ם קיים כיסוי פתוח $\{U_\alpha\}$ של $X$ כך שלכל $\alpha$ הצמצום $f|_{U_\alpha}$ רציף."	"($\Rightarrow$) אם $f$ רציפה, הכיסוי הטריוויאלי $\{X\}$ מתאים.
($\Leftarrow$) תהי $V\subseteq Y$ פתוחה. לכל $\alpha$ בדקו
$$\bigl(f|_{U_\alpha}\bigr)^{-1}(V)=U_\alpha\cap f^{-1}(V)$$
פתוחה ב־$U_\alpha$, לכן קיימת פתוחה $W_\alpha\subseteq X$ עם
$$U_\alpha\cap f^{-1}(V)=U_\alpha\cap W_\alpha$$
ולכן
$$f^{-1}(V)=\bigcup_\alpha(U_\alpha\cap W_\alpha)$$
פתוחה."	
"הראו ש־$f:X\to Y$ רציפה אם""ם יש כיסוי סופי סגור $X=\bigcup_{i=1}^nF_i$ כך שלכל $i$ הצמצום $f|_{F_i}$ רציף."	"($\Rightarrow$) אם $f$ רציפה, נשקול $F_1=X$.
($\Leftarrow$) תהי $V\subseteq Y$ פתוחה. לכל $i$ יש פתוחה $U_i$ כך ש
$$F_i\cap f^{-1}(V)=F_i\cap U_i$$
אז
$$f^{-1}(V)=\bigcup_{i=1}^n(F_i\cap U_i)$$
איחוד סופי של פתוחות פתוח."	
"הראו שאם $f:X\to Y$ רציפה אז לכל $A\subseteq X$ מתקיים
$$f\bigl(\overline A\bigr)\subseteq\overline{f(A)}$$"	יהי $y\in f(\overline A)$, יש $x\in\overline A$ כך ש־$f(x)=y$. לכל פתוחה $W\ni y$, $f^{-1}(W)$ פתוחה וכוללת את $x$, לכן $f^{-1}(W)\cap A\neq\emptyset$, כלומר $W\cap f(A)\neq\emptyset$. כך $y\in\overline{f(A)}$.	
"נתונה פונקציה $f:X\to Y$ ונסמן
$$\tau_f=\{V\subseteq Y\mid f^{-1}(V)\in\tau_X\}$$
הראו ש־$\tau_f$ היא הטופולוגיה העדינה ביותר על $Y$ שעבורה $f$ רציפה."	"יש להראות ש־$\tau_f$ טופולוגיה ושהיא עדינה ביותר.
1. $\varnothing,Y\in\tau_f$ כי $f^{-1}(\varnothing)=\varnothing$, $f^{-1}(Y)=X$.
2. סגורה לאיחודים ואינטראות לפי תכונות ההיפוך.
3. לכל טופולוגיה $\sigma$ על $Y$ שעבורה $f$ רציפה מתקיים $\sigma\subseteq\tau_f$ כי אם $V\in\sigma$ אז $f^{-1}(V)\in\tau_X$."	
הראו שהתכונה “$X$ קומפקטי” נשמרת תחת העתקת המנה $P:X\to X/R$.	אם $\{U_i\}$ כיסוי פתוח של $X/R$ אז $\{P^{-1}(U_i)\}$ כיסוי פתוח של $X$. קומפקטיות של $X$ מניבה כיסוי סופי, ולפי העליות של $P$ זה יוצא כיסוי סופי של $X/R$.	
נסחו והוכיחו את “למת ההדבקה” (pasting lemma) לשתי תתי־קבוצות סגורות $A,B\subseteq X$.	"אם $f:A\to Y$ ו־$g:B\to Y$ רציפות ו־$f=g$ על $A\cap B$, אז
$$h(x)=\begin{cases}f(x)&x\in A\\g(x)&x\in B\end{cases}$$
רציפה.
הוכחה: לכל פתוחה $W\subseteq Y$,
$$h^{-1}(W)=f^{-1}(W)\cup g^{-1}(W)$$
איחוד של סגורות $A,B$ (מאחר ש־$f,g$ רציפות) הוא סגור ב־$X$, ולכן היפוך פתוחה פתוח, וש״י רציפות $h$."	
"נתונה העתקה $F:A\to X\times Y$ על־ידי $F(a)=(f_1(a),f_2(a))$. הראו ש־$F$ רציפה אם""ם $f_1,f_2$ רציפות."	"($\Rightarrow$) ההטלות $\pi_1,\pi_2$ רציפות, לכן ההרכבות רציפות.
($\Leftarrow$) לכל בסיס $U\times V$ ב־$X\times Y$ יש
$$F^{-1}(U\times V)=f_1^{-1}(U)\cap f_2^{-1}(V)$$
אשר פתוח."	
"הראו שהעתקה $f:X\to Y$ היא פתוחה אם""ם $f^{-1}: \mathcal{P}(Y)\to\mathcal{P}(X)$ משמרת פתיחות, כלומר
$$\forall U\subseteq X\text{ is open}:\quad f(U)\subseteq Y\text{ is open}$$
שווה ערך לכך ש־$f^{-1}$ היא רציפה כמפה בין הטופולוגיות $\mathcal P(Y)$ ו־$\mathcal P(X)$."	"“$\Rightarrow$” נניח ש־$f$ פתוחה. אז לכל פתוחה $U\subseteq X$ נתון $f(U)$ פתוחה ב־$Y$.
“$\Leftarrow$” נניח ש־$f^{-1}$ רציפה ותיקח פתוחה $U\subseteq X$. נשים לב ש־$f^{-1}(f(U))\supseteq U$ נכונה אוטומטית, ולכן
$$f(U)=Y\setminus f^{-1}\bigl(X\setminus U\bigr)$$
כאשר $X\setminus U$ סגור ב־$X$, אז $f^{-1}(X\setminus U)$ סגור ב־$Y$ לפי רציפות, ולכן $f(U)$ פתוחה."	
"תהי $\tau'\supseteq\tau$ טופולוגיה עדינה יותר על $X$. הראו שהזהות
$$\operatorname{id}:(X,\tau')\to(X,\tau)$$
רציפה."	"יהי $U\subseteq X$ פתוחה ב־$\tau$. אז $U\in\tau\subseteq\tau'$, כלומר $U$ גם פתוחה ב־$\tau'$. לכן
$$\operatorname{id}^{-1}(U)=U$$
פתוחה ב־$\tau'$, ומכאן הזהות רציפה."	
הראו שאם $X=\bigcup_{\alpha\in A}U_\alpha$ כיסוי פתוח ו־$f|_{U_\alpha}$ רציף לכל $\alpha$, אז $f:X\to Y$ רציפה.	"תהי $V\subseteq Y$ פתוחה. לכל $\alpha$
$$\bigl(f|_{U_\alpha}\bigr)^{-1}(V)=U_\alpha\cap f^{-1}(V)$$
פתוחה ב־$U_\alpha$, לכן $U_\alpha\cap f^{-1}(V)=U_\alpha\cap W_\alpha$ עם $W_\alpha$ פתוחה ב־$X$.
אז
$$f^{-1}(V)=\bigcup_\alpha(U_\alpha\cap W_\alpha)$$
איחוד של פתוחות, ולכן $f^{-1}(V)$ פתוחה."	
נתונה העתקה פתוחה ורציפה $f:X\to Y$ שהיא גם חח״ע. הראו ש־$f$ הומאומורפיזם בין $X$ ל־$f(X)$ עם הטופולוגיה המושרת.	הפונקציה $f$ חח״ע ועל ל־$f(X)$, רציפה. מכיוון שהיא פתוחה, ההופכי של $f$ (המוגדר על-ידי $f^{-1}:f(X)\to X$) הוא רציף (היפוך של פתוחה רציפה), ולכן $f$ הומאומורפיזם.	
הראו שהמפה $\pi_1:X\times Y\to X$ (הטלה) רציפה ואפילו פתוחה.	"לכל פתוחה $U\subseteq X$,
$$\pi_1^{-1}(U)=U\times Y$$
פתוחה ב־$X\times Y$. לכן $\pi_1$ רציפה.
גם אם $V\subseteq X\times Y$ פתוחה, ניתן לרשום כהכיסוי האיחוד
$$V=\bigcup_{x\in X}\{x\}\times V_x$$
ואז
$$\pi_1(V)=\bigcup_{x:V_x\neq\emptyset}\{x\}$$
פתוחה ב־$X$, ולכן $\pi_1$ פתוחה."	
הראו שעבור העתקת מנה התכונות “קומפקטיות” ו“האוסדורף” נשמרות במעבר למרחב המנה (quotient).	אם $X$ קומפקטי ו-$P:X\to X/R$ רציפה ועל, אז $X/R$ קומפקטי (כי תמונת קומפקטית רציפה היא קומפקטית) ובאותו אופן אם $X$ האוסדורף ו־$P$ פתוחה, אז $X/R$ האוסדורף.	
